店舗名,日付,Nのつく日,都道府県,機種名,台番号,G数,差枚,BB,RB,ART,BB確率,RB確率,ART確率,合成確率
ARROW平塚店,2023-04-04,4,神奈川県,新鬼武者2,600,7433,-4325,0,12,34,1/0.0,1/619.4,1/218.6,1/161.6
ARROW平塚店,2023-04-04,4,神奈川県,新鬼武者2,601,2414,0,0,6,19,1/0.0,1/402.3,1/127.1,1/96.6
ARROW平塚店,2023-04-04,4,神奈川県,新鬼武者2,602,7299,-343,0,24,52,1/0.0,1/304.1,1/140.4,1/96.0
ARROW平塚店,2023-04-04,4,神奈川県,新鬼武者2,603,3608,-2233,0,5,20,1/0.0,1/721.6,1/180.4,1/144.3
ARROW平塚店,2023-04-04,4,神奈川県,ディスクアップ2,649,2362,-1597,5,4,0,1/472.4,1/590.5,1/0.0,1/262.4
ARROW平塚店,2023-04-04,4,神奈川県,ディスクアップ2,650,2069,-1053,4,6,0,1/517.2,1/344.8,1/0.0,1/206.9
ARROW平塚店,2023-04-04,4,神奈川県,ディスクアップ2,651,2687,1409,14,6,0,1/191.9,1/447.8,1/0.0,1/134.3
ARROW平塚店,2023-04-04,4,神奈川県,ディスクアップ2,652,1870,-698,5,2,0,1/374.0,1/935.0,1/0.0,1/267.1
ARROW平塚店,2023-04-04,4,神奈川県,ディスクアップ2,653,4299,1202,17,9,0,1/252.9,1/477.7,1/0.0,1/165.3
ARROW平塚店,2023-04-04,4,神奈川県,バーサスリヴァイズ,629,1382,604,8,0,0,1/172.8,1/0.0,1/0.0,1/172.8
ARROW平塚店,2023-04-04,4,神奈川県,バーサスリヴァイズ,630,2592,1456,14,6,0,1/185.1,1/432.0,1/0.0,1/129.6
ARROW平塚店,2023-04-04,4,神奈川県,バーサスリヴァイズ,631,5702,107,17,22,0,1/335.4,1/259.2,1/0.0,1/146.2
ARROW平塚店,2023-04-04,4,神奈川県,バーサスリヴァイズ,632,1502,-1408,1,3,0,1/1502.0,1/500.7,1/0.0,1/375.5
ARROW平塚店,2023-04-04,4,神奈川県,バーサスリヴァイズ,633,3967,438,16,9,0,1/247.9,1/440.8,1/0.0,1/158.7
ARROW平塚店,2023-04-04,4,神奈川県,バジリスク絆2,580,1535,-343,13,0,6,1/118.1,1/0.0,1/255.8,1/80.8
ARROW平塚店,2023-04-04,4,神奈川県,バジリスク絆2,581,1174,-248,7,0,5,1/167.7,1/0.0,1/234.8,1/97.8
ARROW平塚店,2023-04-04,4,神奈川県,バジリスク絆2,582,117,-95,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ARROW平塚店,2023-04-04,4,神奈川県,バジリスク絆2,583,2816,-153,14,0,16,1/201.1,1/0.0,1/176.0,1/93.9
ARROW平塚店,2023-04-04,4,神奈川県,バジリスク絆2,584,1098,-153,7,0,7,1/156.9,1/0.0,1/156.9,1/78.4
ARROW平塚店,2023-04-04,4,神奈川県,沖ドキDUO,640,581,-414,2,2,0,1/290.5,1/290.5,1/0.0,1/145.2
ARROW平塚店,2023-04-04,4,神奈川県,沖ドキDUO,641,755,-863,1,1,0,1/755.0,1/755.0,1/0.0,1/377.5
ARROW平塚店,2023-04-04,4,神奈川県,沖ドキDUO,642,505,-698,0,2,0,1/0.0,1/252.5,1/0.0,1/252.5
ARROW平塚店,2023-04-04,4,神奈川県,沖ドキDUO,643,2783,1054,24,8,0,1/116.0,1/347.9,1/0.0,1/87.0
ARROW平塚店,2023-04-04,4,神奈川県,沖ドキDUO,644,1477,-2073,1,2,0,1/1477.0,1/738.5,1/0.0,1/492.3
ARROW平塚店,2023-04-04,4,神奈川県,革命機ヴァルヴレイヴ,553,3411,1568,33,2,13,1/103.4,1/1705.5,1/262.4,1/71.1
ARROW平塚店,2023-04-04,4,神奈川県,革命機ヴァルヴレイヴ,554,491,-295,1,0,3,1/491.0,1/0.0,1/163.7,1/122.8
ARROW平塚店,2023-04-04,4,神奈川県,革命機ヴァルヴレイヴ,555,3763,-3176,16,2,13,1/235.2,1/1881.5,1/289.5,1/121.4
ARROW平塚店,2023-04-04,4,神奈川県,革命機ヴァルヴレイヴ,556,1288,-1005,3,2,4,1/429.3,1/644.0,1/322.0,1/143.1
ARROW平塚店,2023-04-04,4,神奈川県,革命機ヴァルヴレイヴ,557,896,2439,23,0,3,1/39.0,1/0.0,1/298.7,1/34.5
ARROW平塚店,2023-04-04,4,神奈川県,頭文字D,531,634,-792,0,0,1,1/0.0,1/0.0,1/634.0,1/634.0
ARROW平塚店,2023-04-04,4,神奈川県,頭文字D,532,340,509,3,0,6,1/113.3,1/0.0,1/56.7,1/37.8
ARROW平塚店,2023-04-04,4,神奈川県,頭文字D,533,133,107,0,0,1,1/0.0,1/0.0,1/133.0,1/133.0
ARROW平塚店,2023-04-04,4,神奈川県,頭文字D,534,63,0,1,0,0,1/63.0,1/0.0,1/0.0,1/63.0
ARROW平塚店,2023-04-04,4,神奈川県,頭文字D,535,40,-95,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ARROW平塚店,2023-04-04,4,神奈川県,アクエリオンALLSTARS,590,107,-106,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ARROW平塚店,2023-04-04,4,神奈川県,アクエリオンALLSTARS,591,8,-47,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ARROW平塚店,2023-04-04,4,神奈川県,アクエリオンALLSTARS,592,866,-343,0,3,3,1/0.0,1/288.7,1/288.7,1/144.3
ARROW平塚店,2023-04-04,4,神奈川県,アクエリオンALLSTARS,593,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ARROW平塚店,2023-04-04,4,神奈川県,バイオハザード7レジデントイービル,540,561,-556,0,0,2,1/0.0,1/0.0,1/280.5,1/280.5
ARROW平塚店,2023-04-04,4,神奈川県,バイオハザード7レジデントイービル,541,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ARROW平塚店,2023-04-04,4,神奈川県,バイオハザード7レジデントイービル,542,3222,344,0,3,39,1/0.0,1/1074.0,1/82.6,1/76.7
ARROW平塚店,2023-04-04,4,神奈川県,バイオハザード7レジデントイービル,543,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ARROW平塚店,2023-04-04,4,神奈川県,バキ強くなりたくば喰らえ,558,3071,-2920,0,10,13,1/0.0,1/307.1,1/236.2,1/133.5
ARROW平塚店,2023-04-04,4,神奈川県,バキ強くなりたくば喰らえ,559,639,-556,0,2,4,1/0.0,1/319.5,1/159.8,1/106.5
ARROW平塚店,2023-04-04,4,神奈川県,バキ強くなりたくば喰らえ,560,2743,-414,0,8,27,1/0.0,1/342.9,1/101.6,1/78.4
ARROW平塚店,2023-04-04,4,神奈川県,バキ強くなりたくば喰らえ,561,737,-650,0,2,2,1/0.0,1/368.5,1/368.5,1/184.2
ARROW平塚店,2023-04-04,4,神奈川県,ハッピージャグラーVIII,704,3041,107,12,10,0,1/253.4,1/304.1,1/0.0,1/138.2
ARROW平塚店,2023-04-04,4,神奈川県,ハッピージャグラーVIII,705,782,-414,2,0,0,1/391.0,1/0.0,1/0.0,1/391.0
ARROW平塚店,2023-04-04,4,神奈川県,ハッピージャグラーVIII,706,2824,-1100,8,4,0,1/353.0,1/706.0,1/0.0,1/235.3
ARROW平塚店,2023-04-04,4,神奈川県,ハッピージャグラーVIII,707,2374,-1360,3,9,0,1/791.3,1/263.8,1/0.0,1/197.8
ARROW平塚店,2023-04-04,4,神奈川県,ハナハナホウオウ天翔,656,2347,154,10,4,0,1/234.7,1/586.8,1/0.0,1/167.6
ARROW平塚店,2023-04-04,4,神奈川県,ハナハナホウオウ天翔,657,331,-414,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ARROW平塚店,2023-04-04,4,神奈川県,ハナハナホウオウ天翔,658,307,-414,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ARROW平塚店,2023-04-04,4,神奈川県,ハナハナホウオウ天翔,659,404,202,3,0,0,1/134.7,1/0.0,1/0.0,1/134.7
ARROW平塚店,2023-04-04,4,神奈川県,モンキーターンIV,536,1588,2187,0,2,16,1/0.0,1/794.0,1/99.2,1/88.2
ARROW平塚店,2023-04-04,4,神奈川県,モンキーターンIV,537,699,-343,0,1,2,1/0.0,1/699.0,1/349.5,1/233.0
ARROW平塚店,2023-04-04,4,神奈川県,モンキーターンIV,538,156,-153,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ARROW平塚店,2023-04-04,4,神奈川県,モンキーターンIV,539,1245,-1147,0,2,3,1/0.0,1/622.5,1/415.0,1/249.0
ARROW平塚店,2023-04-04,4,神奈川県,新ハナビ,625,6551,1290,29,17,0,1/225.9,1/385.4,1/0.0,1/142.4
ARROW平塚店,2023-04-04,4,神奈川県,新ハナビ,626,1342,-461,3,3,0,1/447.3,1/447.3,1/0.0,1/223.7
ARROW平塚店,2023-04-04,4,神奈川県,新ハナビ,627,1248,-911,1,3,0,1/1248.0,1/416.0,1/0.0,1/312.0
ARROW平塚店,2023-04-04,4,神奈川県,新ハナビ,628,4011,-863,11,10,0,1/364.6,1/401.1,1/0.0,1/191.0
ARROW平塚店,2023-04-04,4,神奈川県,沖ドキGOLD,645,737,-201,4,0,0,1/184.2,1/0.0,1/0.0,1/184.2
ARROW平塚店,2023-04-04,4,神奈川県,沖ドキGOLD,646,1935,-47,13,4,0,1/148.8,1/483.8,1/0.0,1/113.8
ARROW平塚店,2023-04-04,4,神奈川県,沖ドキGOLD,647,600,-295,2,2,0,1/300.0,1/300.0,1/0.0,1/150.0
ARROW平塚店,2023-04-04,4,神奈川県,沖ドキGOLD,648,1481,959,15,2,0,1/98.7,1/740.5,1/0.0,1/87.1
ARROW平塚店,2023-04-04,4,神奈川県,甲鉄城のカバネリ,594,6059,-3126,0,21,28,1/0.0,1/288.5,1/216.4,1/123.7
ARROW平塚店,2023-04-04,4,神奈川県,甲鉄城のカバネリ,595,2899,-1408,0,9,13,1/0.0,1/322.1,1/223.0,1/131.8
ARROW平塚店,2023-04-04,4,神奈川県,甲鉄城のカバネリ,596,4468,-2371,0,10,21,1/0.0,1/446.8,1/212.8,1/144.1
ARROW平塚店,2023-04-04,4,神奈川県,甲鉄城のカバネリ,597,3727,-378,0,13,27,1/0.0,1/286.7,1/138.0,1/93.2
ARROW平塚店,2023-04-04,4,神奈川県,アラジンAクラシック,616,160,0,0,0,2,1/0.0,1/0.0,1/80.0,1/80.0
ARROW平塚店,2023-04-04,4,神奈川県,アラジンAクラシック,617,501,-508,0,0,2,1/0.0,1/0.0,1/250.5,1/250.5
ARROW平塚店,2023-04-04,4,神奈川県,アラジンAクラシック,618,2128,249,0,2,22,1/0.0,1/1064.0,1/96.7,1/88.7
ARROW平塚店,2023-04-04,4,神奈川県,ゼーガペイン2,550,117,-153,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ARROW平塚店,2023-04-04,4,神奈川県,ゼーガペイン2,551,783,-603,0,1,1,1/0.0,1/783.0,1/783.0,1/391.5
ARROW平塚店,2023-04-04,4,神奈川県,ゼーガペイン2,552,2636,1906,6,6,11,1/439.3,1/439.3,1/239.6,1/114.6
ARROW平塚店,2023-04-04,4,神奈川県,ニューゲッターマウス,634,1700,651,10,5,0,1/170.0,1/340.0,1/0.0,1/113.3
ARROW平塚店,2023-04-04,4,神奈川県,ニューゲッターマウス,635,616,-556,0,3,0,1/0.0,1/205.3,1/0.0,1/205.3
ARROW平塚店,2023-04-04,4,神奈川県,ニューゲッターマウス,636,332,-201,1,0,0,1/332.0,1/0.0,1/0.0,1/332.0
ARROW平塚店,2023-04-04,4,神奈川県,ハードボイルド,637,5359,344,20,12,15,1/267.9,1/446.6,1/357.3,1/114.0
ARROW平塚店,2023-04-04,4,神奈川県,ハードボイルド,638,882,-95,3,2,3,1/294.0,1/441.0,1/294.0,1/110.2
ARROW平塚店,2023-04-04,4,神奈川県,ハードボイルド,639,3235,1006,12,9,15,1/269.6,1/359.4,1/215.7,1/89.9
ARROW平塚店,2023-04-04,4,神奈川県,ペルソナ5,619,221,-106,3,0,1,1/73.7,1/0.0,1/221.0,1/55.2
ARROW平塚店,2023-04-04,4,神奈川県,ペルソナ5,620,187,-295,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ARROW平塚店,2023-04-04,4,神奈川県,ペルソナ5,621,141,-153,1,0,0,1/141.0,1/0.0,1/0.0,1/141.0
ARROW平塚店,2023-04-04,4,神奈川県,モンスターハンターワールドアイスボーン,610,2776,2690,0,0,34,1/0.0,1/0.0,1/81.6,1/81.6
ARROW平塚店,2023-04-04,4,神奈川県,モンスターハンターワールドアイスボーン,611,2876,-1867,0,0,8,1/0.0,1/0.0,1/359.5,1/359.5
ARROW平塚店,2023-04-04,4,神奈川県,モンスターハンターワールドアイスボーン,612,1090,-343,0,0,5,1/0.0,1/0.0,1/218.0,1/218.0
ARROW平塚店,2023-04-04,4,神奈川県,劇場版魔法少女まどか☆マギカ前編始まりの物語後編永遠の物語,587,796,391,0,0,12,1/0.0,1/0.0,1/66.3,1/66.3
ARROW平塚店,2023-04-04,4,神奈川県,劇場版魔法少女まどか☆マギカ前編始まりの物語後編永遠の物語,588,2689,1409,0,0,40,1/0.0,1/0.0,1/67.2,1/67.2
ARROW平塚店,2023-04-04,4,神奈川県,劇場版魔法少女まどか☆マギカ前編始まりの物語後編永遠の物語,589,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ARROW平塚店,2023-04-04,4,神奈川県,戦姫絶唱シンフォギア勇気の歌,544,591,-556,0,2,2,1/0.0,1/295.5,1/295.5,1/147.8
ARROW平塚店,2023-04-04,4,神奈川県,戦姫絶唱シンフォギア勇気の歌,545,483,-95,0,4,3,1/0.0,1/120.8,1/161.0,1/69.0
ARROW平塚店,2023-04-04,4,神奈川県,戦姫絶唱シンフォギア勇気の歌,546,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ARROW平塚店,2023-04-04,4,神奈川県,犬夜叉,613,4755,515,0,10,56,1/0.0,1/475.5,1/84.9,1/72.0
ARROW平塚店,2023-04-04,4,神奈川県,犬夜叉,614,95,-106,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ARROW平塚店,2023-04-04,4,神奈川県,犬夜叉,615,120,-153,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ARROW平塚店,2023-04-04,4,神奈川県,盾の勇者の成り上がり,547,4314,-295,0,14,74,1/0.0,1/308.1,1/58.3,1/49.0
ARROW平塚店,2023-04-04,4,神奈川県,盾の勇者の成り上がり,548,4619,-508,0,11,76,1/0.0,1/419.9,1/60.8,1/53.1
ARROW平塚店,2023-04-04,4,神奈川県,盾の勇者の成り上がり,549,1842,-863,0,5,17,1/0.0,1/368.4,1/108.4,1/83.7
ARROW平塚店,2023-04-04,4,神奈川県,真俺の空,528,530,-47,0,2,6,1/0.0,1/265.0,1/88.3,1/66.2
ARROW平塚店,2023-04-04,4,神奈川県,真俺の空,529,1235,1054,0,1,19,1/0.0,1/1235.0,1/65.0,1/61.8
ARROW平塚店,2023-04-04,4,神奈川県,真俺の空,530,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ARROW平塚店,2023-04-04,4,神奈川県,花火絶景,622,2587,-1195,5,5,0,1/517.4,1/517.4,1/0.0,1/258.7
ARROW平塚店,2023-04-04,4,神奈川県,花火絶景,623,867,2000,5,2,0,1/173.4,1/433.5,1/0.0,1/123.9
ARROW平塚店,2023-04-04,4,神奈川県,花火絶景,624,454,-508,0,2,0,1/0.0,1/227.0,1/0.0,1/227.0
ARROW平塚店,2023-04-04,4,神奈川県,デビルメイクライ5,505,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ARROW平塚店,2023-04-04,4,神奈川県,デビルメイクライ5,518,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ARROW平塚店,2023-04-04,4,神奈川県,ニューパルサーDX3,660,1086,-650,1,3,0,1/1086.0,1/362.0,1/0.0,1/271.5
ARROW平塚店,2023-04-04,4,神奈川県,ニューパルサーDX3,661,678,-47,2,2,0,1/339.0,1/339.0,1/0.0,1/169.5
ARROW平塚店,2023-04-04,4,神奈川県,ニューパルサーSPIII,662,949,-414,1,3,0,1/949.0,1/316.3,1/0.0,1/237.2
ARROW平塚店,2023-04-04,4,神奈川県,ニューパルサーSPIII,663,2324,-295,7,5,0,1/332.0,1/464.8,1/0.0,1/193.7
ARROW平塚店,2023-04-04,4,神奈川県,ひぐらしのなく頃に祭2,654,827,-650,0,3,0,1/0.0,1/275.7,1/0.0,1/275.7
ARROW平塚店,2023-04-04,4,神奈川県,ひぐらしのなく頃に祭2,655,648,-343,1,1,0,1/648.0,1/648.0,1/0.0,1/324.0
ARROW平塚店,2023-04-04,4,神奈川県,リノヘブン,585,1193,-461,5,7,0,1/238.6,1/170.4,1/0.0,1/99.4
ARROW平塚店,2023-04-04,4,神奈川県,リノヘブン,586,567,-461,1,3,0,1/567.0,1/189.0,1/0.0,1/141.8
ARROW平塚店,2023-04-04,4,神奈川県,魔法少女育成計画,486,55,-47,1,0,0,1/55.0,1/0.0,1/0.0,1/55.0
ARROW平塚店,2023-04-04,4,神奈川県,魔法少女育成計画,507,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ARROW平塚店,2023-04-04,4,神奈川県,この素晴らしい世界に祝福を,485,1017,-698,0,2,8,1/0.0,1/508.5,1/127.1,1/101.7
ARROW平塚店,2023-04-04,4,神奈川県,鉄拳4アルティメットデビルVer,487,2446,1101,6,0,7,1/407.7,1/0.0,1/349.4,1/188.2
ARROW平塚店,2023-04-04,4,神奈川県,マジカルハロウィンTrickorTreat,488,380,-248,2,0,0,1/190.0,1/0.0,1/0.0,1/190.0
ARROW平塚店,2023-04-04,4,神奈川県,ピンクパンサーSP,489,2948,-556,7,10,0,1/421.1,1/294.8,1/0.0,1/173.4
ARROW平塚店,2023-04-04,4,神奈川県,幼女戦記,490,3714,-2829,0,2,30,1/0.0,1/1857.0,1/123.8,1/116.1
ARROW平塚店,2023-04-04,4,神奈川県,十字架5,491,1645,-461,0,4,11,1/0.0,1/411.2,1/149.5,1/109.7
ARROW平塚店,2023-04-04,4,神奈川県,新世紀エヴァンゲリオン魂の共鳴,492,772,-153,0,1,7,1/0.0,1/772.0,1/110.3,1/96.5
ARROW平塚店,2023-04-04,4,神奈川県,FAIRYTAIL2,493,1836,154,0,5,13,1/0.0,1/367.2,1/141.2,1/102.0
ARROW平塚店,2023-04-04,4,神奈川県,Reゼロから始める異世界生活,494,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ARROW平塚店,2023-04-04,4,神奈川県,マクロスデルタ,495,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ARROW平塚店,2023-04-04,4,神奈川県,鉄拳5,496,3304,-768,8,2,11,1/413.0,1/1652.0,1/300.4,1/157.3
ARROW平塚店,2023-04-04,4,神奈川県,うしおととら雷槍一閃,497,338,-95,0,1,2,1/0.0,1/338.0,1/169.0,1/112.7
ARROW平塚店,2023-04-04,4,神奈川県,ダンまち外伝ソードオラトリア,498,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ARROW平塚店,2023-04-04,4,神奈川県,ツインエンジェルPARTY,499,862,557,8,0,11,1/107.8,1/0.0,1/78.4,1/45.4
ARROW平塚店,2023-04-04,4,神奈川県,キャッツアイ,500,2441,699,16,0,17,1/152.6,1/0.0,1/143.6,1/74.0
ARROW平塚店,2023-04-04,4,神奈川県,サンダーVライトニング,501,1362,107,6,2,0,1/227.0,1/681.0,1/0.0,1/170.2
ARROW平塚店,2023-04-04,4,神奈川県,スーパーリオエース,502,3022,2782,20,0,13,1/151.1,1/0.0,1/232.5,1/91.6
ARROW平塚店,2023-04-04,4,神奈川県,麻雀格闘倶楽部真,503,1041,-153,0,0,6,1/0.0,1/0.0,1/173.5,1/173.5
ARROW平塚店,2023-04-04,4,神奈川県,BOOWY,504,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ARROW平塚店,2023-04-04,4,神奈川県,アナターのオットはーです,506,8773,-698,0,28,30,1/0.0,1/313.3,1/292.4,1/151.3
ARROW平塚店,2023-04-04,4,神奈川県,緋弾のアリアII,508,1625,-295,0,3,21,1/0.0,1/541.7,1/77.4,1/67.7
ARROW平塚店,2023-04-04,4,神奈川県,とある科学の超電磁砲,509,6078,-2233,0,15,73,1/0.0,1/405.2,1/83.3,1/69.1
ARROW平塚店,2023-04-04,4,神奈川県,コードギアス反逆のルルーシュ3,510,423,-201,2,0,0,1/211.5,1/0.0,1/0.0,1/211.5
ARROW平塚店,2023-04-04,4,神奈川県,マッピー,511,6262,-1053,21,18,0,1/298.2,1/347.9,1/0.0,1/160.6
ARROW平塚店,2023-04-04,4,神奈川県,這いよれニャル子さん,512,1207,-414,6,0,5,1/201.2,1/0.0,1/241.4,1/109.7
ARROW平塚店,2023-04-04,4,神奈川県,笑ゥせぇるすまん4,513,667,202,8,4,0,1/83.4,1/166.8,1/0.0,1/55.6
ARROW平塚店,2023-04-04,4,神奈川県,絶対衝激III,514,2263,1385,37,0,7,1/61.2,1/0.0,1/323.3,1/51.4
ARROW平塚店,2023-04-04,4,神奈川県,主役は銭形3,515,986,-792,2,4,0,1/493.0,1/246.5,1/0.0,1/164.3
ARROW平塚店,2023-04-04,4,神奈川県,ドリフターズ,516,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ARROW平塚店,2023-04-04,4,神奈川県,機動戦士ガンダムユニコーン,517,5568,-974,0,6,75,1/0.0,1/928.0,1/74.2,1/68.7
BEES鶴ケ峰店,2023-04-04,4,神奈川県,マイジャグラーV,10,467,-169,1,1,0,1/467.0,1/467.0,,1/233.5
BEES鶴ケ峰店,2023-04-04,4,神奈川県,マイジャグラーV,11,2128,35,7,6,0,1/304.0,1/354.7,,1/163.7
BEES鶴ケ峰店,2023-04-04,4,神奈川県,マイジャグラーV,12,7115,1047,31,19,0,1/229.5,1/374.5,,1/142.3
BEES鶴ケ峰店,2023-04-04,4,神奈川県,マイジャグラーV,13,298,-273,0,0,0,1/0.0,1/0.0,,1/0.0
BEES鶴ケ峰店,2023-04-04,4,神奈川県,マイジャグラーV,14,533,-145,2,1,0,1/266.5,1/533.0,,1/177.7
BEES鶴ケ峰店,2023-04-04,4,神奈川県,マイジャグラーV,15,1298,-1012,1,6,0,1/1298.0,1/216.3,,1/185.4
BEES鶴ケ峰店,2023-04-04,4,神奈川県,マイジャグラーV,16,984,64,4,2,0,1/246.0,1/492.0,,1/164.0
BEES鶴ケ峰店,2023-04-04,4,神奈川県,マイジャグラーV,17,2636,262,12,6,0,1/219.7,1/439.3,,1/146.4
BEES鶴ケ峰店,2023-04-04,4,神奈川県,マイジャグラーV,18,808,-529,1,2,0,1/808.0,1/404.0,,1/269.3
BEES鶴ケ峰店,2023-04-04,4,神奈川県,マイジャグラーV,19,420,-250,1,0,0,1/420.0,1/0.0,,1/420.0
BEES鶴ケ峰店,2023-04-04,4,神奈川県,マイジャグラーV,20,4332,52,17,11,0,1/254.8,1/393.8,,1/154.7
BEES鶴ケ峰店,2023-04-04,4,神奈川県,マイジャグラーV,21,803,17,3,3,0,1/267.7,1/267.7,,1/133.8
BEES鶴ケ峰店,2023-04-04,4,神奈川県,マイジャグラーV,22,694,-390,1,2,0,1/694.0,1/347.0,,1/231.3
BEES鶴ケ峰店,2023-04-04,4,神奈川県,マイジャグラーV,23,1151,-76,5,2,0,1/230.2,1/575.5,,1/164.4
BEES鶴ケ峰店,2023-04-04,4,神奈川県,マイジャグラーV,24,1563,-1081,2,3,0,1/781.5,1/521.0,,1/312.6
BEES鶴ケ峰店,2023-04-04,4,神奈川県,マイジャグラーV,25,2337,-192,9,5,0,1/259.7,1/467.4,,1/166.9
BEES鶴ケ峰店,2023-04-04,4,神奈川県,マイジャグラーV,26,2697,965,16,6,0,1/168.6,1/449.5,,1/122.6
BEES鶴ケ峰店,2023-04-04,4,神奈川県,マイジャグラーV,27,1197,-308,4,2,0,1/299.2,1/598.5,,1/199.5
BEES鶴ケ峰店,2023-04-04,4,神奈川県,マイジャグラーV,28,1028,-413,3,2,0,1/342.7,1/514.0,,1/205.6
BEES鶴ケ峰店,2023-04-04,4,神奈川県,ハッピージャグラーVIII,1,117,64,1,0,0,1/117.0,1/0.0,,1/117.0
BEES鶴ケ峰店,2023-04-04,4,神奈川県,ハッピージャグラーVIII,2,367,-424,0,0,0,1/0.0,1/0.0,,1/0.0
BEES鶴ケ峰店,2023-04-04,4,神奈川県,ハッピージャグラーVIII,3,1863,-262,7,7,0,1/266.1,1/266.1,,1/133.1
BEES鶴ケ峰店,2023-04-04,4,神奈川県,ハッピージャグラーVIII,4,2509,657,13,7,0,1/193.0,1/358.4,,1/125.5
BEES鶴ケ峰店,2023-04-04,4,神奈川県,ハッピージャグラーVIII,5,1507,-262,4,6,0,1/376.8,1/251.2,,1/150.7
BEES鶴ケ峰店,2023-04-04,4,神奈川県,ハッピージャグラーVIII,6,1619,110,7,4,0,1/231.3,1/404.8,,1/147.2
BEES鶴ケ峰店,2023-04-04,4,神奈川県,ハッピージャグラーVIII,7,528,-424,0,2,0,1/0.0,1/264.0,,1/264.0
BEES鶴ケ峰店,2023-04-04,4,神奈川県,ハッピージャグラーVIII,8,262,-343,0,0,0,1/0.0,1/0.0,,1/0.0
BEES鶴ケ峰店,2023-04-04,4,神奈川県,ハッピージャグラーVIII,9,966,-215,3,3,0,1/322.0,1/322.0,,1/161.0
BEES鶴ケ峰店,2023-04-04,4,神奈川県,ハッピージャグラーVIII,38,698,-413,2,0,0,1/349.0,1/0.0,,1/349.0
BEES鶴ケ峰店,2023-04-04,4,神奈川県,HEYエリートサラリーマン鏡,90,2133,2023,13,8,0,1/164.1,1/266.6,,1/101.6
BEES鶴ケ峰店,2023-04-04,4,神奈川県,HEYエリートサラリーマン鏡,91,0,0,0,0,0,1/0.0,1/0.0,,1/0.0
BEES鶴ケ峰店,2023-04-04,4,神奈川県,HEYエリートサラリーマン鏡,92,942,-541,4,2,0,1/235.5,1/471.0,,1/157.0
BEES鶴ケ峰店,2023-04-04,4,神奈川県,HEYエリートサラリーマン鏡,93,515,110,5,2,0,1/103.0,1/257.5,,1/73.6
BEES鶴ケ峰店,2023-04-04,4,神奈川県,HEYエリートサラリーマン鏡,94,768,-238,5,2,0,1/153.6,1/384.0,,1/109.7
BEES鶴ケ峰店,2023-04-04,4,神奈川県,HEYエリートサラリーマン鏡,100,358,-459,1,0,0,1/358.0,1/0.0,,1/358.0
BEES鶴ケ峰店,2023-04-04,4,神奈川県,HEYエリートサラリーマン鏡,101,206,-227,1,0,0,1/206.0,1/0.0,,1/206.0
BEES鶴ケ峰店,2023-04-04,4,神奈川県,HEYエリートサラリーマン鏡,102,191,-192,1,0,0,1/191.0,1/0.0,,1/191.0
BEES鶴ケ峰店,2023-04-04,4,神奈川県,HEYエリートサラリーマン鏡,103,2213,-192,15,6,0,1/147.5,1/368.8,,1/105.4
BEES鶴ケ峰店,2023-04-04,4,神奈川県,ファンキージャグラー2,29,599,-90,2,1,0,1/299.5,1/599.0,,1/199.7
BEES鶴ケ峰店,2023-04-04,4,神奈川県,ファンキージャグラー2,30,5291,1651,22,27,0,1/240.5,1/196.0,,1/108.0
BEES鶴ケ峰店,2023-04-04,4,神奈川県,ファンキージャグラー2,31,263,-355,0,0,0,1/0.0,1/0.0,,1/0.0
BEES鶴ケ峰店,2023-04-04,4,神奈川県,ファンキージャグラー2,32,331,-320,0,0,0,1/0.0,1/0.0,,1/0.0
BEES鶴ケ峰店,2023-04-04,4,神奈川県,ファンキージャグラー2,33,574,-297,1,2,0,1/574.0,1/287.0,,1/191.3
