店舗名,日付,Nのつく日,都道府県,機種名,台番号,G数,差枚,BB,RB,ART,BB確率,RB確率,ART確率,合成確率
BEES鶴ケ峰店,2023-04-04,4,神奈川県,ファンキージャグラー2,34,3810,1965,23,10,0,1/165.7,1/381.0,,1/115.5
BEES鶴ケ峰店,2023-04-04,4,神奈川県,ファンキージャグラー2,35,217,-343,0,0,0,1/0.0,1/0.0,,1/0.0
BEES鶴ケ峰店,2023-04-04,4,神奈川県,ファンキージャグラー2,36,2745,-331,9,10,0,1/305.0,1/274.5,,1/144.5
BEES鶴ケ峰店,2023-04-04,4,神奈川県,ファンキージャグラー2,37,569,-599,0,1,0,1/0.0,1/569.0,,1/569.0
BEES鶴ケ峰店,2023-04-04,4,神奈川県,甲鉄城のカバネリ,84,808,-76,8,6,0,1/101.0,1/134.7,,1/57.7
BEES鶴ケ峰店,2023-04-04,4,神奈川県,甲鉄城のカバネリ,85,665,-215,4,3,0,1/166.2,1/221.7,,1/95.0
BEES鶴ケ峰店,2023-04-04,4,神奈川県,甲鉄城のカバネリ,86,682,983,13,5,0,1/52.5,1/136.4,,1/37.9
BEES鶴ケ峰店,2023-04-04,4,神奈川県,甲鉄城のカバネリ,87,1494,-64,19,6,0,1/78.6,1/249.0,,1/59.8
BEES鶴ケ峰店,2023-04-04,4,神奈川県,甲鉄城のカバネリ,88,1427,1779,25,6,0,1/57.1,1/237.8,,1/46.0
BEES鶴ケ峰店,2023-04-04,4,神奈川県,甲鉄城のカバネリ,89,1979,1558,31,10,0,1/63.8,1/197.9,,1/48.3
BEES鶴ケ峰店,2023-04-04,4,神奈川県,押忍番長ZERO,95,0,0,0,0,0,1/0.0,1/0.0,,1/0.0
BEES鶴ケ峰店,2023-04-04,4,神奈川県,押忍番長ZERO,96,863,1640,22,3,0,1/39.2,1/287.7,,1/34.5
BEES鶴ケ峰店,2023-04-04,4,神奈川県,押忍番長ZERO,97,517,-529,4,1,0,1/129.2,1/517.0,,1/103.4
BEES鶴ケ峰店,2023-04-04,4,神奈川県,押忍番長ZERO,98,343,913,12,1,0,1/28.6,1/343.0,,1/26.4
BEES鶴ケ峰店,2023-04-04,4,神奈川県,押忍番長ZERO,99,1004,-762,7,1,0,1/143.4,1/1004.0,,1/125.5
BEES鶴ケ峰店,2023-04-04,4,神奈川県,スマスロ北斗の拳,104,6163,6651,113,13,0,1/54.5,1/474.1,,1/48.9
BEES鶴ケ峰店,2023-04-04,4,神奈川県,スマスロ北斗の拳,105,6347,3279,91,15,0,1/69.7,1/423.1,,1/59.9
BEES鶴ケ峰店,2023-04-04,4,神奈川県,スマスロ北斗の拳,106,6856,-116,72,19,0,1/95.2,1/360.8,,1/75.3
BEES鶴ケ峰店,2023-04-04,4,神奈川県,とある科学の超電磁砲,64,0,0,0,0,0,1/0.0,1/0.0,,1/0.0
BEES鶴ケ峰店,2023-04-04,4,神奈川県,とある科学の超電磁砲,65,1316,-1105,8,5,0,1/164.5,1/263.2,,1/101.2
BEES鶴ケ峰店,2023-04-04,4,神奈川県,とある科学の超電磁砲,66,0,0,0,0,0,1/0.0,1/0.0,,1/0.0
BEES鶴ケ峰店,2023-04-04,4,神奈川県,戦姫絶唱シンフォギア勇気の歌,61,19,-28,0,0,0,1/0.0,1/0.0,,1/0.0
BEES鶴ケ峰店,2023-04-04,4,神奈川県,戦姫絶唱シンフォギア勇気の歌,62,1164,360,15,3,0,1/77.6,1/388.0,,1/64.7
BEES鶴ケ峰店,2023-04-04,4,神奈川県,戦姫絶唱シンフォギア勇気の歌,63,116,-180,0,0,0,1/0.0,1/0.0,,1/0.0
BEES鶴ケ峰店,2023-04-04,4,神奈川県,新鬼武者2,71,1115,-872,7,3,0,1/159.3,1/371.7,,1/111.5
BEES鶴ケ峰店,2023-04-04,4,神奈川県,新鬼武者2,72,553,-680,1,0,0,1/553.0,1/0.0,,1/553.0
BEES鶴ケ峰店,2023-04-04,4,神奈川県,新鬼武者2,73,2992,-1686,21,8,0,1/142.5,1/374.0,,1/103.2
BEES鶴ケ峰店,2023-04-04,4,神奈川県,機動戦士ガンダムユニコーン,54,3689,-2070,26,8,0,1/141.9,1/461.1,,1/108.5
BEES鶴ケ峰店,2023-04-04,4,神奈川県,機動戦士ガンダムユニコーン,55,482,215,20,1,0,1/24.1,1/482.0,,1/23.0
BEES鶴ケ峰店,2023-04-04,4,神奈川県,機動戦士ガンダムユニコーン,56,1087,-366,25,3,0,1/43.5,1/362.3,,1/38.8
BEES鶴ケ峰店,2023-04-04,4,神奈川県,バイオハザードRE2,69,2637,-570,22,22,0,1/119.9,1/119.9,,1/59.9
BEES鶴ケ峰店,2023-04-04,4,神奈川県,バイオハザードRE2,70,996,2116,23,23,0,1/43.3,1/43.3,,1/21.7
BEES鶴ケ峰店,2023-04-04,4,神奈川県,バキ強くなりたくば喰らえ,107,388,-599,0,2,0,1/0.0,1/194.0,,1/194.0
BEES鶴ケ峰店,2023-04-04,4,神奈川県,バキ強くなりたくば喰らえ,108,139,-203,0,1,0,1/0.0,1/139.0,,1/139.0
BEES鶴ケ峰店,2023-04-04,4,神奈川県,ペルソナ5,57,0,0,0,0,0,1/0.0,1/0.0,,1/0.0
BEES鶴ケ峰店,2023-04-04,4,神奈川県,ペルソナ5,58,0,0,0,0,0,1/0.0,1/0.0,,1/0.0
BEES鶴ケ峰店,2023-04-04,4,神奈川県,モンスターハンターワールドアイスボーン,67,3828,-1326,24,0,0,1/159.5,1/0.0,,1/159.5
BEES鶴ケ峰店,2023-04-04,4,神奈川県,モンスターハンターワールドアイスボーン,68,2315,401,20,0,0,1/115.8,1/0.0,,1/115.8
BEES鶴ケ峰店,2023-04-04,4,神奈川県,リノヘブン,111,0,0,0,0,0,1/0.0,1/0.0,,1/0.0
BEES鶴ケ峰店,2023-04-04,4,神奈川県,リノヘブン,112,0,0,0,0,0,1/0.0,1/0.0,,1/0.0
BEES鶴ケ峰店,2023-04-04,4,神奈川県,幼女戦記,52,10,8,0,0,0,1/0.0,1/0.0,,1/0.0
BEES鶴ケ峰店,2023-04-04,4,神奈川県,幼女戦記,53,15,-35,0,0,0,1/0.0,1/0.0,,1/0.0
BEES鶴ケ峰店,2023-04-04,4,神奈川県,戦国コレクション5,74,2977,1000,32,0,0,1/93.0,1/0.0,,1/93.0
BEES鶴ケ峰店,2023-04-04,4,神奈川県,戦国コレクション5,75,0,0,0,0,0,1/0.0,1/0.0,,1/0.0
BEES鶴ケ峰店,2023-04-04,4,神奈川県,新ハナビ,43,2161,-134,7,6,0,1/308.7,1/360.2,,1/166.2
BEES鶴ケ峰店,2023-04-04,4,神奈川県,新ハナビ,44,2728,-180,8,8,0,1/341.0,1/341.0,,1/170.5
BEES鶴ケ峰店,2023-04-04,4,神奈川県,沖ドキDUO,41,2355,-1430,10,3,0,1/235.5,1/785.0,,1/181.2
BEES鶴ケ峰店,2023-04-04,4,神奈川県,沖ドキDUO,42,1054,-831,3,3,0,1/351.3,1/351.3,,1/175.7
BEES鶴ケ峰店,2023-04-04,4,神奈川県,盾の勇者の成り上がり,59,156,-169,1,1,0,1/156.0,1/156.0,,1/78.0
BEES鶴ケ峰店,2023-04-04,4,神奈川県,盾の勇者の成り上がり,60,1326,-1058,15,7,0,1/88.4,1/189.4,,1/60.3
BEES鶴ケ峰店,2023-04-04,4,神奈川県,革命機ヴァルヴレイヴ,109,0,0,0,0,0,1/0.0,1/0.0,,1/0.0
BEES鶴ケ峰店,2023-04-04,4,神奈川県,革命機ヴァルヴレイヴ,110,2355,733,32,0,0,1/73.6,1/0.0,,1/73.6
BEES鶴ケ峰店,2023-04-04,4,神奈川県,ニューパルサーSPIII,39,53,-45,0,0,0,1/0.0,1/0.0,,1/0.0
BEES鶴ケ峰店,2023-04-04,4,神奈川県,ニューパルサーDX3,40,0,0,0,0,0,1/0.0,1/0.0,,1/0.0
BEES鶴ケ峰店,2023-04-04,4,神奈川県,ディスクアップ2,45,8748,-1326,25,19,0,1/349.9,1/460.4,,1/198.8
BEES鶴ケ峰店,2023-04-04,4,神奈川県,ひぐらしのなく頃に祭2,46,0,0,0,0,0,1/0.0,1/0.0,,1/0.0
BEES鶴ケ峰店,2023-04-04,4,神奈川県,楽園追放,47,3137,-215,42,11,0,1/74.7,1/285.2,,1/59.2
BEES鶴ケ峰店,2023-04-04,4,神奈川県,この素晴らしい世界に祝福を,48,1567,52,32,5,0,1/49.0,1/313.4,,1/42.4
BEES鶴ケ峰店,2023-04-04,4,神奈川県,モモキュンソード,49,0,0,0,0,0,1/0.0,1/0.0,,1/0.0
BEES鶴ケ峰店,2023-04-04,4,神奈川県,緋弾のアリアII,50,2263,733,48,9,0,1/47.1,1/251.4,,1/39.7
BEES鶴ケ峰店,2023-04-04,4,神奈川県,戦国無双3,51,355,-134,2,1,0,1/177.5,1/355.0,,1/118.3
BEES鶴ケ峰店,2023-04-04,4,神奈川県,這いよれニャル子さん,76,1093,-1035,4,3,0,1/273.2,1/364.3,,1/156.1
BEES鶴ケ峰店,2023-04-04,4,神奈川県,ボンバーガール,77,0,0,0,0,0,1/0.0,1/0.0,,1/0.0
BEES鶴ケ峰店,2023-04-04,4,神奈川県,スーパーリオエース,78,1685,-1244,7,1,0,1/240.7,1/1685.0,,1/210.6
BEES鶴ケ峰店,2023-04-04,4,神奈川県,スロドル,79,2214,-314,8,12,0,1/276.8,1/184.5,,1/110.7
BEES鶴ケ峰店,2023-04-04,4,神奈川県,バイオハザード7レジデントイービル,80,0,0,0,0,0,1/0.0,1/0.0,,1/0.0
BEES鶴ケ峰店,2023-04-04,4,神奈川県,魔法少女育成計画,81,6473,3186,34,89,0,1/190.4,1/72.7,,1/52.6
BEES鶴ケ峰店,2023-04-04,4,神奈川県,ハードボイルド,82,2034,-1523,4,4,0,1/508.5,1/508.5,,1/254.2
BEES鶴ケ峰店,2023-04-04,4,神奈川県,OVERLORD絶対支配者光臨II,83,1531,564,26,4,0,1/58.9,1/382.8,,1/51.0
